jobTitle,gender,age,perfEval,edu,dept,seniority,basePay,bonus,random,totalPay
Manager,Male,20,2,Masters,Operations,3,36866.50510456707,4894.615384615385,1,41761.12048918245
IT,Female,62,3,College,Operations,2,43931.54206139668,2594.6153846153843,1,46526.15744601206
Graphic Designer,Female,40,2,College,Operations,1,29161.53846153846,2544.6153846153848,1,31706.153846153844
Financial Analyst,Female,26,3,College,Administration,2,19511.53846153846,5080,0,24591.53846153846
Data Scientist,Male,56,3,Masters,Engineering,3,52956.60441430434,4207.692307692308,0,57164.296721996645
Data Scientist,Female,57,2,Masters,Operations,3,54395.46550286205,2379.230769230769,1,56774.69627209281
Software Engineer,Male,23,2,Masters,Engineering,3,38268.98835858815,5073.846153846153,1,43342.8345124343
Data Scientist,Male,27,2,College,Engineering,1,20220.03066898246,3526.153846153846,0,23746.18451513631
Manager,Male,53,4,College,Sales,2,70317.99133400244,4709.2307692307695,1,75027.2221032332
Manager,Male,37,3,Masters,Management,1,69877.58642114786,4564.615384615385,0,74442.20180576325
Marketing Associate,Female,46,3,College,Management,3,48903.07692307692,4472.307692307692,0,53375.38461538462
Data Scientist,Male,40,2,Masters,Management,2,48450.07380636754,3193.846153846154,1,51643.919960213694
Software Engineer,Male,42,2,College,Administration,3,61710.876642472016,5263.076923076923,1,66973.95356554895
IT,Male,43,3,College,Management,1,35878.05198764931,3600,0,39478.05198764931
Data Scientist,Male,28,3,High School,Management,2,25025.79189819705,5123.076923076923,0,30148.868821273973
IT,Male,39,3,High School,Engineering,4,53531.1507574426,4033.076923076923,0,57564.22768051952
Driver,Female,55,2,PhD,Operations,2,51459.96790243693,1957.6923076923076,1,53417.66021012924
Marketing Associate,Female,62,2,PhD,Operations,5,55866.41385626847,2097.3076923076924,1,57963.72154857616
Sales Associate,Female,32,1,PhD,Administration,2,45161.53846153846,4981.538461538461,1,50143.07692307692
IT,Female,18,1,Masters,Sales,1,17841.153846153844,3761.5384615384614,1,21602.692307692305
Marketing Associate,Female,41,3,High School,Administration,2,19790.76923076923,5429.230769230769,0,25220
Sales Associate,Female,29,2,High School,Management,3,25428.46153846154,2837.3076923076924,1,28265.76923076923
IT,Female,44,2,PhD,Operations,5,68352.30769230769,4368.461538461538,0,72720.76923076922
Driver,Male,53,3,PhD,Administration,3,63548.73071114358,4490.7692307692305,0,68039.49994191281
Warehouse Associate,Male,25,2,Masters,Engineering,1,20259.9108807715,4866.923076923077,1,25126.833957694576
IT,Male,27,3,PhD,Operations,3,33329.357652570885,5810.7692307692305,1,39140.12688334011
Manager,Male,40,2,College,Administration,2,68182.76849418475,4181.538461538461,1,72364.30695572321
Marketing Associate,Female,54,2,PhD,Engineering,5,60526.66666666667,2869.230769230769,1,63395.89743589744
Marketing Associate,Female,64,4,College,Sales,5,43205.44729027856,4623.076923076923,0,47828.52421335548
Software Engineer,Male,63,3,PhD,Engineering,2,71038.30243615793,4572.307692307692,0,75610.61012846562
Manager,Male,42,3,College,Sales,4,68902.4931394665,4630,1,73532.4931394665
IT,Female,62,3,College,Management,3,49957.69590755052,2513.846153846154,1,52471.54206139668
Data Scientist,Female,36,3,High School,Operations,3,40073.333333333336,5478.461538461538,0,45551.794871794875
Driver,Female,50,2,College,Operations,2,51117.948717948726,2255,1,53372.948717948726
Manager,Male,28,3,College,Sales,2,40224.055672516,4753.076923076923,0,44977.13259559292
Financial Analyst,Female,18,2,High School,Operations,2,26267.30769230769,5006.153846153846,0,31273.46153846154
Sales Associate,Male,19,1,PhD,Management,3,27379.970927000097,4083.076923076923,1,31463.04785007702
Data Scientist,Female,55,2,Masters,Sales,5,70912.27559474463,4122.307692307692,0,75034.58328705232
Software Engineer,Male,42,2,College,Management,1,58962.14654638961,3958.461538461538,0,62920.60808485115
IT,Male,65,4,Masters,Sales,5,82889.83726732632,5004.615384615385,1,87894.45265194171
Warehouse Associate,Male,54,2,Masters,Engineering,4,73531.42592445076,4018.461538461538,0,77549.88746291229
Graphic Designer,Male,39,2,Masters,Operations,5,57183.958389757034,4485.384615384615,1,61669.34300514165
Marketing Associate,Female,45,1,High School,Management,2,34351.794871794875,4520,1,38871.794871794875
Manager,Male,30,1,PhD,Engineering,4,72992.7438148717,4529.2307692307695,0,77521.97458410247
Software Engineer,Male,53,4,High School,Operations,1,50477.35048114665,4423.846153846153,0,54901.196634992804
Driver,Male,63,4,High School,Sales,2,45365.8930521339,4523.846153846153,0,49889.739205980055
Marketing Associate,Female,45,2,Masters,Sales,3,42474.35897435897,2740.7692307692305,1,45215.1282051282
Marketing Associate,Female,30,2,Masters,Administration,1,20241.53846153846,2139.230769230769,1,22380.76923076923
Graphic Designer,Female,48,1,High School,Operations,5,62279.48717948717,2958.4615384615386,0,65237.94871794871
Sales Associate,Female,27,1,College,Operations,2,25775.76923076923,4463.846153846153,1,30239.615384615383
Financial Analyst,Male,31,3,PhD,Engineering,1,43813.18182366562,4188.461538461538,1,48001.64336212716
Graphic Designer,Female,20,1,Masters,Operations,4,21618.846153846152,4027.6923076923076,1,25646.53846153846
Graphic Designer,Male,60,4,Masters,Engineering,1,49155.10723467963,4163.076923076923,1,53318.18415775655
Manager,Female,25,1,Masters,Management,5,46028.07692307692,4908.461538461538,1,50936.53846153846
Marketing Associate,Female,65,2,Masters,Administration,5,44843.09356576481,2160.7692307692305,1,47003.86279653404
Driver,Male,24,2,College,Engineering,3,31380.182776077763,4394.615384615385,1,35774.79816069315
Software Engineer,Male,23,1,PhD,Management,2,29574.066014892487,3594.6153846153843,1,33168.68139950787
IT,Female,28,1,PhD,Sales,5,40860.76923076923,4138.461538461538,0,44999.230769230766
Data Scientist,Male,30,2,College,Operations,3,35923.088254510825,4963.076923076923,0,40886.16517758775
Financial Analyst,Female,23,1,High School,Management,4,30278.46153846154,4306.153846153846,0,34584.61538461538
Graphic Designer,Male,50,3,Masters,Management,1,52178.36170106646,4158.461538461538,1,56336.823239528
Graphic Designer,Female,18,2,College,Administration,1,16524.23076923077,4686.153846153846,0,21210.384615384617
Driver,Female,47,2,Masters,Operations,2,44370.256410256414,3980.7692307692305,0,48351.02564102564
Warehouse Associate,Male,56,3,Masters,Administration,2,37101.79534342397,3552.3076923076924,0,40654.10303573166
IT,Male,20,2,PhD,Management,1,15821.723043308473,4193.846153846153,0,20015.569197154626
Sales Associate,Male,62,3,College,Management,3,66921.8653184491,4313.846153846153,0,71235.71147229525
Software Engineer,Male,36,2,High School,Administration,4,45481.729898367565,3973.846153846154,0,49455.57605221372
Driver,Male,24,2,College,Management,3,17007.093227507045,4826.153846153846,1,21833.24707366089
Sales Associate,Female,44,2,High School,Engineering,3,42505.64102564102,3986.9230769230767,0,46492.5641025641
Financial Analyst,Male,24,2,PhD,Engineering,3,26705.401099034887,4496.153846153846,1,31201.554945188735
Warehouse Associate,Male,19,2,High School,Sales,2,20788.311412214545,3844.6153846153843,1,24632.92679682993
Driver,Male,44,4,High School,Administration,4,43756.956787318304,5471.538461538461,0,49228.495248856765
Marketing Associate,Male,49,3,High School,Administration,4,54003.54683115661,4157.692307692308,0,58161.23913884891
Financial Analyst,Male,36,3,PhD,Operations,1,48945.38080451634,3925.3846153846152,1,52870.765419900956
Graphic Designer,Male,22,2,High School,Sales,3,24689.629084551274,4382.307692307692,0,29071.936776858965
Driver,Male,59,3,College,Operations,3,59902.57840576765,3280.7692307692305,0,63183.347636536884
Data Scientist,Female,39,2,Masters,Operations,3,47554.35897435897,2605.7692307692305,1,50160.1282051282
Marketing Associate,Female,50,3,Masters,Sales,5,52782.051282051274,4649.2307692307695,0,57431.28205128205
Marketing Associate,Female,58,3,Masters,Operations,5,52290.800580722695,4521.538461538461,0,56812.339042261156
Marketing Associate,Female,42,2,College,Administration,5,45838.46153846154,3590.7692307692305,0,49429.230769230766
Financial Analyst,Male,58,4,Masters,Operations,3,51548.13454138639,4942.307692307692,1,56490.442233694084
Warehouse Associate,Female,44,3,High School,Administration,1,41514.8717948718,5003.846153846153,0,46518.71794871795
Driver,Male,41,2,Masters,Administration,4,50561.754185370024,3767.6923076923076,0,54329.44649306233
Financial Analyst,Female,58,2,PhD,Engineering,1,46127.21083713295,1749.2307692307693,1,47876.44160636372
Data Scientist,Female,33,1,High School,Operations,4,40712.82051282051,4559.2307692307695,1,45272.05128205128
Manager,Male,22,1,College,Management,2,40566.49714838634,4828.461538461538,0,45394.95868684788
Driver,Male,35,2,High School,Administration,5,48394.79198342694,3712.3076923076924,0,52107.09967573464
Warehouse Associate,Female,42,1,PhD,Operations,5,64643.07692307692,4375.384615384615,1,69018.46153846153
Data Scientist,Male,62,4,College,Operations,3,41331.324873737125,5061.538461538461,1,46392.863335275586
Sales Associate,Male,50,2,Masters,Engineering,5,79356.05012023893,4195.384615384615,0,83551.43473562354
Software Engineer,Male,51,2,Masters,Engineering,3,82637.23320781588,3747.6923076923076,0,86384.92551550819
Sales Associate,Male,22,1,High School,Sales,4,23601.41111219963,4026.153846153846,1,27627.564958353476
Software Engineer,Male,32,2,College,Operations,1,35287.26382030673,3616.153846153846,0,38903.41766646058
Data Scientist,Male,33,2,High School,Engineering,2,27165.581734728676,3830.7692307692305,0,30996.350965497906
IT,Male,35,1,College,Management,4,54718.21447685022,2983.846153846154,0,57702.060630696375
Software Engineer,Male,47,2,Masters,Operations,4,74054.30506364143,4150.7692307692305,1,78205.07429441066
Sales Associate,Male,53,2,Masters,Management,5,60596.86282345801,3615.3846153846152,1,64212.24743884263
Warehouse Associate,Male,23,1,High School,Administration,4,33399.317057580316,4512.307692307692,0,37911.62474988801
Data Scientist,Male,49,3,College,Administration,3,54323.94226746206,5566.153846153846,0,59890.0961136159
Warehouse Associate,Female,45,1,High School,Administration,5,58945.1282051282,3910.7692307692305,0,62855.89743589744
IT,Female,26,1,PhD,Sales,5,43234.61538461538,4111.538461538461,0,47346.153846153844
IT,Male,33,2,Masters,Engineering,5,61474.89288819666,4173.846153846153,1,65648.73904204281
Marketing Associate,Female,26,1,High School,Operations,3,22427.69230769231,4981.538461538461,1,27409.23076923077
Warehouse Associate,Male,50,3,Masters,Administration,1,52708.82283423811,4548.461538461538,1,57257.28437269965
Graphic Designer,Female,35,2,High School,Engineering,5,50660.51282051281,5563.846153846153,0,56224.35897435897
Financial Analyst,Male,31,2,PhD,Administration,3,42157.46085637887,4481.538461538461,0,46638.99931791733
Graphic Designer,Female,50,2,Masters,Administration,1,43396.41025641026,1989.6153846153845,1,45386.02564102564
Financial Analyst,Male,38,3,Masters,Administration,1,43940.87765048765,4369.2307692307695,0,48310.108419718425
Warehouse Associate,Female,59,1,College,Management,2,42535.6747063243,4230,1,46765.6747063243
Marketing Associate,Male,42,2,Masters,Management,5,63217.215124196206,4030,0,67247.2151241962
Data Scientist,Female,55,3,PhD,Administration,1,55835.86533833437,3929.230769230769,0,59765.096107565136
Manager,Male,38,2,Masters,Management,3,78528.10045299157,3896.9230769230767,0,82425.02352991464
Warehouse Associate,Female,55,1,PhD,Administration,3,43500.993543462566,3950,1,47450.993543462566
Graphic Designer,Male,54,3,High School,Management,3,60322.50192228306,4278.461538461538,0,64600.9634607446
Data Scientist,Female,48,2,College,Administration,3,45274.35897435897,4099.2307692307695,0,49373.589743589735
Manager,Male,48,2,PhD,Engineering,4,100837.75467865053,4460,1,105297.75467865053
Financial Analyst,Female,63,3,PhD,Engineering,3,58708.096128215984,4426.153846153846,0,63134.24997436983
Financial Analyst,Female,20,1,College,Management,2,29826.153846153844,3658.461538461538,0,33484.61538461538
Financial Analyst,Female,53,2,High School,Management,1,50880,1934.230769230769,1,52814.230769230766
Driver,Male,40,3,High School,Sales,2,46222.30670784447,4240,0,50462.30670784447
Sales Associate,Female,46,1,Masters,Management,2,46705.1282051282,4064.6153846153843,1,50769.743589743586
IT,Female,26,2,College,Sales,3,31801.923076923074,4343.846153846153,0,36145.76923076923
Warehouse Associate,Female,62,1,PhD,Engineering,2,44750.51642037104,3996.153846153846,1,48746.67026652488
Graphic Designer,Female,43,1,PhD,Engineering,1,41597.43589743589,3324.6153846153843,0,44922.051282051274
Marketing Associate,Female,32,2,College,Sales,3,38166.153846153844,3875.3846153846152,0,42041.53846153846
Data Scientist,Male,44,3,High School,Sales,1,43626.45444539948,3733.846153846154,0,47360.30059924564
IT,Male,62,3,Masters,Engineering,4,61007.88475589441,3763.076923076923,1,64770.96167897133
Graphic Designer,Female,57,2,Masters,Sales,5,64891.362938759485,3788.461538461538,0,68679.82447722102
Software Engineer,Male,50,3,PhD,Sales,1,70434.37629800549,3576.9230769230767,1,74011.29937492857
Sales Associate,Male,40,2,High School,Administration,3,43704.86713209918,3565.3846153846152,0,47270.251747483795
Sales Associate,Male,64,3,PhD,Sales,2,56423.22247678427,3948.461538461538,0,60371.68401524581
Manager,Female,28,1,High School,Engineering,4,40372.692307692305,3816.9230769230767,0,44189.61538461538
Warehouse Associate,Male,24,1,College,Engineering,3,26323.053535728082,4015.3846153846152,1,30338.4381511127
Data Scientist,Male,59,4,Masters,Sales,1,45685.242500255736,4884.615384615385,0,50569.85788487112
Data Scientist,Male,62,3,PhD,Sales,3,50294.80160741759,3351.5384615384614,1,53646.34006895605
Driver,Male,63,3,PhD,Management,4,65275.44956029211,4731.538461538461,0,70006.98802183056
Sales Associate,Female,34,1,High School,Management,5,52935.89743589744,4848.461538461538,1,57784.35897435898
Manager,Female,62,4,Masters,Administration,3,68187.43949729412,4796.153846153846,0,72983.59334344797
Marketing Associate,Female,44,2,PhD,Management,2,35581.53846153846,3135.3846153846152,0,38716.92307692308
Driver,Male,31,2,High School,Administration,4,30117.799276474536,4411.538461538461,1,34529.337738013
Data Scientist,Female,27,1,High School,Administration,5,37393.846153846156,4071.5384615384614,0,41465.38461538462
Software Engineer,Male,32,1,College,Engineering,5,75477.08046633925,3597.6923076923076,0,79074.77277403156
Manager,Male,55,2,College,Management,5,90402.11798891868,4697.692307692308,1,95099.81029661099
Software Engineer,Male,36,1,High School,Operations,5,58077.77992815867,3516.9230769230767,0,61594.70300508175
Data Scientist,Female,53,2,PhD,Operations,2,55274.35897435898,3661.5384615384614,0,58935.89743589744
Marketing Associate,Female,33,1,High School,Management,5,41912.30769230769,3726.9230769230767,1,45639.230769230766
IT,Female,56,3,Masters,Management,2,49494.98623694221,4679.2307692307695,0,54174.217006172985
Marketing Associate,Female,62,3,College,Sales,1,32759.74718960181,1740,1,34499.74718960181
Driver,Female,36,1,Masters,Administration,3,45464.10256410256,3849.230769230769,1,49313.33333333333
Data Scientist,Female,21,1,PhD,Engineering,2,25560,5243.846153846153,1,30803.846153846152
IT,Male,33,2,Masters,Sales,1,43526.505556983444,3853.076923076923,0,47379.582480060366
Marketing Associate,Female,28,1,Masters,Engineering,5,28586.53846153846,3414.6153846153843,1,32001.153846153844
IT,Female,27,1,Masters,Administration,2,21615.384615384613,3422.3076923076924,1,25037.692307692305
Software Engineer,Male,36,2,Masters,Administration,2,49652.384516791455,4561.538461538461,1,54213.922978329916
Data Scientist,Female,43,2,PhD,Sales,3,55113.84615384615,4112.307692307692,0,59226.153846153844
Sales Associate,Male,46,2,College,Management,2,58559.53014365113,3499.230769230769,0,62058.760912881895
Software Engineer,Male,25,1,High School,Engineering,4,41708.30051094512,3512.3076923076924,0,45220.608203252814
Software Engineer,Male,40,2,Masters,Sales,1,65270.251135659724,3607.6923076923076,1,68877.94344335204
Warehouse Associate,Female,47,2,College,Administration,2,49279.48717948718,3401.5384615384614,0,52681.02564102564
Sales Associate,Male,51,3,High School,Management,2,59112.004754316775,4826.153846153846,1,63938.15860047062
Driver,Female,60,2,PhD,Sales,3,52185.54946592631,3137.6923076923076,0,55323.24177361862
Manager,Male,56,2,PhD,Administration,4,81645.73843438175,3554.6153846153843,0,85200.35381899714
Data Scientist,Female,40,1,Masters,Management,5,51787.179487179485,3558.4615384615386,1,55345.64102564102
IT,Female,60,3,Masters,Management,2,48108.11356849042,3489.230769230769,0,51597.34433772119
Manager,Male,36,2,Masters,Sales,3,73662.22091298118,4010.7692307692305,0,77672.99014375042
IT,Female,48,3,High School,Management,1,36000.51282051282,4874.615384615385,0,40875.1282051282
Manager,Male,37,2,PhD,Operations,1,53386.71131318414,4146.153846153846,0,57532.865159337984
Software Engineer,Male,64,2,PhD,Sales,5,78222.76656598787,3726.153846153846,0,81948.92041214171
Marketing Associate,Female,51,2,High School,Management,2,43465.1282051282,3425.3846153846152,0,46890.51282051282
Driver,Male,20,2,High School,Sales,2,22711.747438953298,4383.076923076923,1,27094.82436203022
Driver,Female,61,2,College,Management,4,49050.064321706064,3453.076923076923,0,52503.141244782986
Software Engineer,Male,65,3,High School,Sales,2,56142.40727671339,3203.846153846154,1,59346.25343055955
Graphic Designer,Female,34,1,College,Management,4,51498.46153846154,4116.923076923077,1,55615.38461538462
Data Scientist,Female,58,1,PhD,Engineering,2,50867.72365764577,3621.5384615384614,1,54489.26211918423
Graphic Designer,Male,45,2,Masters,Management,2,62203.558029673884,2936.153846153846,1,65139.71187582773
Sales Associate,Male,18,1,Masters,Administration,3,18441.35819694,4406.923076923077,1,22848.28127386308
Manager,Male,43,1,PhD,Management,4,89863.22601027334,3616.9230769230767,0,93480.14908719642
IT,Female,62,3,College,Sales,4,57778.20872806335,4640,0,62418.20872806335
Financial Analyst,Female,45,1,Masters,Administration,5,66729.23076923077,4180.7692307692305,1,70910
Driver,Female,19,1,High School,Operations,4,29445.76923076923,4317.692307692308,1,33763.46153846154
Data Scientist,Male,26,1,Masters,Operations,3,32684.93672147204,3223.846153846154,1,35908.7828753182
IT,Female,47,1,PhD,Administration,3,57126.153846153844,4258.461538461538,1,61384.61538461538
Manager,Male,59,3,College,Engineering,3,74181.5906982916,4457.692307692308,1,78639.28300598392
Driver,Female,63,2,High School,Sales,1,45469.63458975444,1717.6923076923076,1,47187.32689744674
Sales Associate,Female,57,2,High School,Management,4,56409.824477221024,3898.461538461538,0,60308.28601568256
Data Scientist,Female,51,1,PhD,Sales,5,73908.20512820513,3822.3076923076924,1,77730.51282051281
Warehouse Associate,Female,58,1,Masters,Management,4,64105.15955508167,3218.4615384615386,0,67323.6210935432
Sales Associate,Female,24,1,High School,Administration,2,25971.923076923074,3856.9230769230767,1,29828.846153846152
Data Scientist,Male,41,1,College,Operations,5,39366.85931281252,3429.230769230769,0,42796.09008204329
Driver,Male,21,1,High School,Sales,2,19310.178196653582,4240.7692307692305,1,23550.947427422812
IT,Female,58,2,High School,Sales,4,59632.339042261156,2384.6153846153848,0,62016.95442687654
Financial Analyst,Female,33,2,PhD,Administration,1,26552.82051282051,4143.076923076923,0,30695.897435897434
Graphic Designer,Female,34,1,PhD,Operations,3,38869.743589743586,4508.461538461538,1,43378.205128205125
Driver,Male,54,3,PhD,Sales,2,67934.1086305599,3165.3846153846152,1,71099.49324594451
Software Engineer,Male,31,1,College,Operations,4,56129.00287124954,4019.230769230769,0,60148.233640480306
Graphic Designer,Female,55,2,College,Administration,3,57136.3781588472,3394.6153846153843,0,60530.99354346258
Sales Associate,Female,47,1,PhD,Engineering,4,63908.717948717946,3554.6153846153843,1,67463.33333333333
Financial Analyst,Male,55,3,College,Operations,1,43968.21499991278,3443.076923076923,1,47411.2919229897
IT,Female,45,2,PhD,Sales,4,62463.07692307692,4156.923076923077,0,66620
Marketing Associate,Female,48,1,High School,Administration,4,48470.76923076923,3240,1,51710.76923076923
Marketing Associate,Female,62,2,Masters,Engineering,2,32533.08052293514,2088.4615384615386,1,34621.54206139668
Software Engineer,Male,22,1,College,Sales,1,22410.446191816798,3111.5384615384614,1,25521.98465335526
Financial Analyst,Female,54,2,College,Sales,2,61380,2898.4615384615386,0,64278.46153846154
Manager,Male,47,1,Masters,Engineering,4,99585.69209589016,3818.461538461538,0,103404.1536343517
Graphic Designer,Female,63,1,College,Operations,4,46082.96792308778,3487.6923076923076,1,49570.660230780086
Graphic Designer,Female,38,1,High School,Administration,4,57190.25641025641,2866.9230769230767,1,60057.179487179485
Software Engineer,Male,62,2,PhD,Engineering,3,73976.05534690246,3587.6923076923076,1,77563.74765459477
Financial Analyst,Female,63,2,College,Sales,2,41021.94228206213,2201.153846153846,1,43223.09612821598
Sales Associate,Male,60,3,High School,Administration,3,50810.97880114629,4000.7692307692305,1,54811.748031915515
Marketing Associate,Female,65,2,High School,Engineering,3,40873.86279653404,2080.7692307692305,1,42954.632027303276
Warehouse Associate,Male,37,2,Masters,Administration,1,42201.19030410683,4024.6153846153843,1,46225.80568872221
Software Engineer,Female,57,1,College,Engineering,3,56096.49114388769,1787.6923076923076,0,57884.18345157999
Sales Associate,Male,26,2,High School,Sales,2,27638.886588799083,3133.076923076923,1,30771.963511876005
Financial Analyst,Male,27,2,PhD,Administration,4,36870.854390122986,4811.538461538461,0,41682.39285166145
Marketing Associate,Female,20,2,College,Administration,2,15374.23076923077,4676.153846153846,0,20050.384615384617
Marketing Associate,Female,26,1,College,Operations,1,24425.384615384613,3933.846153846154,1,28359.230769230766
Graphic Designer,Male,44,1,Masters,Engineering,5,62752.29163392961,4062.3076923076924,0,66814.59932623731
Graphic Designer,Female,47,1,High School,Operations,5,59851.79487179487,3686.9230769230767,1,63538.717948717946
Manager,Male,21,1,College,Management,2,45821.42389573151,3020.7692307692305,1,48842.193126500744
Marketing Associate,Female,23,1,High School,Sales,2,18607.30769230769,3714.6153846153843,0,22321.923076923074
Data Scientist,Male,45,1,Masters,Operations,3,60245.047592808325,2672.3076923076924,0,62917.35528511602
Financial Analyst,Male,65,4,Masters,Sales,1,49525.46369836727,3906.153846153846,1,53431.61754452111
IT,Male,52,2,College,Administration,5,52602.9069185421,4156.923076923077,0,56759.82999546518
Manager,Male,30,1,High School,Sales,5,75047.78126128588,2626.9230769230767,1,77674.70433820896
Financial Analyst,Male,50,2,Masters,Operations,3,67729.96353061526,2985.3846153846152,0,70715.34814599987
Sales Associate,Female,18,1,Masters,Engineering,1,25215.384615384613,3820.7692307692305,1,29036.153846153844
Software Engineer,Female,36,1,PhD,Management,1,40849.743589743586,2816.153846153846,1,43665.89743589743
Warehouse Associate,Male,25,1,College,Operations,1,21229.766356035696,3315.3846153846152,0,24545.150971420313
Driver,Male,53,3,PhD,Sales,2,57339.81048266399,4609.2307692307695,0,61949.041251894756
Manager,Male,55,1,High School,Management,5,96910.59062911097,3150,0,100060.59062911097
Sales Associate,Male,24,1,PhD,Operations,2,15328.380912643912,3440,0,18768.380912643912
Graphic Designer,Male,56,2,Masters,Management,4,61716.127640808125,3920.7692307692305,1,65636.89687157735
Manager,Female,59,2,High School,Management,2,64747.98239863199,2771.5384615384614,0,67519.52086017045
Marketing Associate,Female,55,2,High School,Administration,1,32431.24995371898,1563.8461538461538,1,33995.096107565136
Software Engineer,Male,64,2,PhD,Engineering,4,72641.25891100825,3173.846153846154,0,75815.1050648544
Sales Associate,Male,63,2,Masters,Engineering,3,71701.38700417172,3007.6923076923076,0,74709.07931186403
Software Engineer,Male,55,2,PhD,Management,3,70494.49862454897,3456.9230769230767,1,73951.42170147205
Graphic Designer,Male,43,2,PhD,Management,2,44996.06220892779,4052.3076923076924,1,49048.369901235485
Sales Associate,Male,51,2,High School,Engineering,1,58580.225717935755,3190.7692307692305,0,61770.99494870499
Marketing Associate,Female,31,1,High School,Sales,3,27209.23076923077,4260,1,31469.23076923077
Driver,Female,61,2,College,Administration,4,52106.98739862914,3268.4615384615386,0,55375.44893709068
Marketing Associate,Female,56,2,Masters,Sales,4,48034.47341642939,3416.9230769230767,0,51451.39649335247
Sales Associate,Female,41,1,College,Sales,1,31519.48717948718,3863.076923076923,1,35382.5641025641
Software Engineer,Male,49,3,Masters,Administration,1,47558.8814584355,4200,1,51758.8814584355
Marketing Associate,Female,23,1,College,Sales,2,21740.384615384613,2919.230769230769,0,24659.615384615383
Graphic Designer,Male,29,1,Masters,Operations,3,25025.373589559887,3624.6153846153843,1,28649.98897417527
Graphic Designer,Male,53,2,High School,Operations,4,60796.06862826895,2809.230769230769,1,63605.299397499715
Driver,Female,61,2,PhD,Engineering,2,48326.474578116315,3232.3076923076924,0,51558.78227042401
Marketing Associate,Female,56,1,High School,Operations,5,51771.39649335247,3781.5384615384614,1,55552.93495489093
Marketing Associate,Female,25,1,High School,Sales,1,15531.153846153846,3831.5384615384614,1,19362.69230769231
Sales Associate,Male,64,2,High School,Management,3,58853.601664472146,3605.3846153846152,1,62458.98627985676
Driver,Female,55,2,High School,Engineering,3,52900.48072294975,3457.6923076923076,0,56358.17303064206
Driver,Female,42,1,Masters,Sales,5,61842.05128205128,3900,0,65742.05128205128
Sales Associate,Female,61,1,High School,Sales,2,35866.987398629135,2810,1,38676.987398629135
Marketing Associate,Female,26,1,High School,Management,1,14317.307692307691,3363.846153846154,1,17681.153846153844
Graphic Designer,Female,59,2,College,Engineering,4,54044.90547555507,3713.076923076923,0,57757.98239863199
Sales Associate,Male,36,2,High School,Management,1,24029.985607758106,4449.2307692307695,0,28479.216376988876
IT,Female,54,2,Masters,Administration,3,52565.128205128196,3653.846153846154,0,56218.97435897435
Financial Analyst,Female,24,1,High School,Management,4,31026.923076923074,4216.153846153846,1,35243.07692307692
Driver,Male,58,2,College,Sales,4,54241.446798209174,3288.4615384615386,0,57529.90833667071
Financial Analyst,Female,32,1,High School,Administration,4,43347.179487179485,3602.3076923076924,1,46949.48717948718
Marketing Associate,Male,47,2,PhD,Sales,3,53760.27562357095,3263.846153846154,1,57024.12177741711
Data Scientist,Female,53,1,Masters,Engineering,2,46022.5641025641,3391.5384615384614,1,49414.10256410256
Warehouse Associate,Female,61,1,Masters,Management,3,54825.44893709068,3551.5384615384614,1,58376.98739862914
Marketing Associate,Female,56,1,High School,Sales,3,38587.2939292499,3819.230769230769,1,42406.524698480665
Manager,Female,45,1,High School,Engineering,5,80960.51282051283,3938.461538461538,1,84898.97435897436
Software Engineer,Male,45,2,High School,Management,1,49539.695482327086,3846.9230769230767,0,53386.618559250164
Driver,Male,55,2,Masters,Operations,3,50564.16991458925,3314.6153846153843,1,53878.78529920463
Warehouse Associate,Male,42,2,PhD,Operations,3,47085.42886663276,3672.3076923076924,0,50757.73655894046
Manager,Male,60,3,High School,Management,2,57232.41535677074,4305.384615384615,1,61537.79997215536
Driver,Male,53,1,Masters,Engineering,5,81004.11682858603,3641.5384615384614,0,84645.6552901245
Sales Associate,Female,60,2,PhD,Engineering,5,61045.54946592631,3610.7692307692305,0,64656.31869669554
Marketing Associate,Female,34,1,College,Engineering,2,20171.79487179487,3463.846153846154,1,23635.641025641024
Software Engineer,Male,25,1,High School,Administration,4,28402.166401706043,4045.3846153846152,1,32447.551017090656
Data Scientist,Male,41,1,High School,Management,5,67077.58418572177,3324.6153846153843,0,70402.19957033716
Graphic Designer,Female,49,1,High School,Administration,4,53442.051282051274,2843.846153846154,0,56285.89743589743
Financial Analyst,Male,64,1,PhD,Operations,5,67978.13611228684,2626.9230769230767,1,70605.05918920992
Manager,Male,52,2,High School,Operations,2,65586.32341737622,2644.6153846153843,0,68230.93880199161
Data Scientist,Male,43,1,PhD,Administration,4,57602.03535618953,2996.9230769230767,0,60598.95843311261
Manager,Male,31,2,College,Operations,1,40636.65517395446,3685.3846153846152,0,44322.03978933908
Marketing Associate,Female,48,1,College,Operations,5,48483.58974358974,3396.153846153846,1,51879.743589743586
Data Scientist,Male,20,1,High School,Operations,2,19522.32642446048,3069.230769230769,1,22591.55719369125
Warehouse Associate,Male,35,1,High School,Administration,2,37287.844647771395,3279.230769230769,0,40567.07541700216
Graphic Designer,Female,44,1,Masters,Administration,2,37296.41025641026,2795.3846153846152,0,40091.794871794875
Sales Associate,Male,49,2,High School,Operations,3,52804.505843111714,3473.846153846154,0,56278.35199695787
Sales Associate,Male,49,2,Masters,Operations,2,58806.86623492936,3731.5384615384614,0,62538.40469646782
